,Amount,MerchantID,TransactionType,Location,IsFraud,DayOfWeek,Day,Month,IsWeekend,Hour_sin,Hour_cos
25511,1474.32,411,1,2,0,3,1,1,0,0.0,1.0
25512,4313.53,804,1,4,0,3,1,1,0,0.0,1.0
25513,4325.23,253,1,7,0,3,1,1,0,0.0,1.0
25514,4981.57,428,1,7,0,3,1,1,0,0.0,1.0
25515,4310.1,55,0,1,0,3,1,1,0,0.0,1.0
25516,4976.53,330,0,4,0,3,1,1,0,0.0,1.0
25517,542.25,53,1,2,0,3,1,1,0,0.0,1.0
25518,4041.41,211,0,9,0,3,1,1,0,0.0,1.0
25519,1867.17,724,1,4,0,3,1,1,0,0.0,1.0
25520,4474.34,69,0,7,0,3,1,1,0,0.0,1.0
25521,2731.63,548,1,4,0,3,1,1,0,0.0,1.0
25522,2938.74,741,1,6,0,3,1,1,0,0.0,1.0
25523,1515.14,690,0,1,0,3,1,1,0,0.0,1.0
25524,3600.2,17,0,0,0,3,1,1,0,0.0,1.0
25525,4768.46,207,1,3,0,3,1,1,0,0.0,1.0
25526,4648.14,732,0,2,0,3,1,1,0,0.0,1.0
25527,4840.2,533,1,8,0,3,1,1,0,0.0,1.0
25528,4145.16,957,0,7,0,3,1,1,0,0.0,1.0
25529,2466.7,279,0,3,0,3,1,1,0,0.0,1.0
25530,1725.91,915,1,3,0,3,1,1,0,0.0,1.0
25531,3658.59,579,0,1,0,3,1,1,0,0.0,1.0
25532,3152.73,361,1,5,0,3,1,1,0,0.0,1.0
25533,4181.17,198,0,3,0,3,1,1,0,0.0,1.0
25534,3314.92,70,0,5,0,3,1,1,0,0.0,1.0
25535,1287.21,148,1,3,0,3,1,1,0,0.0,1.0
25536,4144.18,416,0,5,0,3,1,1,0,0.0,1.0
25537,1060.41,131,0,6,0,3,1,1,0,0.0,1.0
25538,3575.75,667,1,6,0,3,1,1,0,0.0,1.0
25539,1948.29,341,1,2,0,3,1,1,0,0.0,1.0
25540,4449.93,894,0,0,0,3,1,1,0,0.0,1.0
25541,3046.92,425,1,4,1,3,1,1,0,0.0,1.0
25542,1719.48,425,0,5,0,3,1,1,0,0.0,1.0
25543,3100.53,312,0,7,0,3,1,1,0,0.0,1.0
25544,1117.31,199,0,7,0,3,1,1,0,0.0,1.0
25545,931.22,102,1,8,0,3,1,1,0,0.0,1.0
25546,2141.28,801,0,8,0,3,1,1,0,0.0,1.0
25547,4303.83,665,0,7,0,3,1,1,0,0.0,1.0
25548,270.08,35,0,1,0,3,1,1,0,0.0,1.0
25549,4292.96,570,1,4,0,3,1,1,0,0.0,1.0
25550,2843.95,129,1,7,0,3,1,1,0,0.0,1.0
25551,1735.97,517,0,6,0,3,1,1,0,0.0,1.0
25552,1537.46,474,0,5,0,3,1,1,0,0.0,1.0
25553,1124.88,858,0,3,0,3,1,1,0,0.0,1.0
25554,3203.91,702,0,7,0,3,1,1,0,0.0,1.0
25555,4348.58,912,1,0,0,3,1,1,0,0.0,1.0
25556,1558.45,674,0,0,0,3,1,1,0,0.0,1.0
25557,2048.87,762,0,3,0,3,1,1,0,0.0,1.0
25558,702.45,248,1,2,0,3,1,1,0,0.0,1.0
25559,3662.91,176,0,9,0,3,1,1,0,0.0,1.0
25560,1225.51,930,0,8,0,3,1,1,0,0.0,1.0
25561,1105.15,240,0,7,0,3,1,1,0,0.0,1.0
25562,882.96,74,0,9,0,3,1,1,0,0.0,1.0
25563,989.99,707,0,1,0,3,1,1,0,0.0,1.0
25564,4358.69,289,0,8,0,3,1,1,0,0.0,1.0
25565,2902.01,549,1,4,0,3,1,1,0,0.0,1.0
25566,1715.43,591,1,3,0,3,1,1,0,0.0,1.0
25567,4588.2,108,1,7,0,3,1,1,0,0.0,1.0
25568,1393.69,180,0,2,0,3,1,1,0,0.0,1.0
25569,2701.32,358,1,3,0,3,1,1,0,0.0,1.0
25570,1583.57,149,0,0,0,3,1,1,0,0.0,1.0
25571,3956.29,930,1,2,0,3,1,1,0,0.0,1.0
25572,4931.27,23,0,5,0,3,1,1,0,0.0,1.0
25573,4992.87,977,0,3,0,3,1,1,0,0.0,1.0
25574,3275.83,333,1,3,0,3,1,1,0,0.0,1.0
25575,137.56,28,0,2,0,3,1,1,0,0.0,1.0
25576,1969.4,684,1,8,0,3,1,1,0,0.0,1.0
25577,4956.07,475,0,8,0,3,1,1,0,0.0,1.0
25578,382.1,147,0,9,0,3,1,1,0,0.0,1.0
25579,365.62,127,0,4,0,3,1,1,0,0.0,1.0
25580,1798.24,724,0,4,0,3,1,1,0,0.0,1.0
25581,1010.14,550,1,6,0,3,1,1,0,0.0,1.0
25582,2439.5,240,0,3,0,3,1,1,0,0.0,1.0
25583,2598.98,12,0,7,0,3,1,1,0,0.0,1.0
25584,3834.58,773,0,1,0,3,1,1,0,0.0,1.0
25585,348.48,548,1,2,0,3,1,1,0,0.0,1.0
25586,4026.91,547,0,9,0,3,1,1,0,0.0,1.0
25587,4084.81,891,1,3,0,3,1,1,0,0.0,1.0
25588,1953.92,20,1,0,0,3,1,1,0,0.0,1.0
25589,4491.92,818,0,1,0,3,1,1,0,0.0,1.0
25590,2521.28,620,0,7,0,3,1,1,0,0.0,1.0
25591,3271.82,942,1,4,0,3,1,1,0,0.0,1.0
25592,4252.77,168,1,4,0,3,1,1,0,0.0,1.0
25593,654.84,635,1,0,0,3,1,1,0,0.0,1.0
25594,4595.72,145,1,7,0,3,1,1,0,0.0,1.0
25595,2154.89,966,1,0,0,3,1,1,0,0.0,1.0
25596,4980.62,641,0,6,0,3,1,1,0,0.0,1.0
25597,4590.94,34,0,8,0,3,1,1,0,0.0,1.0
25598,3476.36,906,0,2,0,3,1,1,0,0.0,1.0
25599,71.63,463,0,1,0,3,1,1,0,0.0,1.0
25600,2621.22,652,1,9,0,3,1,1,0,0.0,1.0
25601,1267.05,485,1,8,0,3,1,1,0,0.0,1.0
25602,4788.44,846,0,4,0,3,1,1,0,0.0,1.0
25603,2393.39,824,0,4,0,3,1,1,0,0.0,1.0
25604,3841.47,347,0,5,0,3,1,1,0,0.0,1.0
25605,2163.62,967,0,3,0,3,1,1,0,0.0,1.0
25606,2923.01,647,0,2,0,3,1,1,0,0.0,1.0
25607,4661.61,524,1,2,0,3,1,1,0,0.0,1.0
25608,4266.32,146,1,7,0,3,1,1,0,0.0,1.0
25609,2643.42,770,0,1,0,3,1,1,0,0.0,1.0
25610,3587.59,406,0,3,0,3,1,1,0,0.0,1.0
25611,3499.14,504,0,7,0,3,1,1,0,0.0,1.0
25612,4112.24,745,1,8,0,3,1,1,0,0.0,1.0
25613,1250.89,529,0,7,0,3,1,1,0,0.0,1.0
25614,1894.87,141,1,6,0,3,1,1,0,0.0,1.0
25615,1610.56,377,1,3,0,3,1,1,0,0.0,1.0
25616,325.41,929,1,1,0,3,1,1,0,0.0,1.0
25617,755.24,958,0,2,0,3,1,1,0,0.0,1.0
25618,1787.25,440,0,2,0,3,1,1,0,0.0,1.0
25619,1307.12,261,0,4,0,3,1,1,0,0.0,1.0
25620,904.06,699,1,0,0,3,1,1,0,0.0,1.0
25621,1699.41,673,0,0,0,3,1,1,0,0.0,1.0
25622,4395.51,14,0,2,0,3,1,1,0,0.0,1.0
25623,3817.2,61,1,9,0,3,1,1,0,0.0,1.0
25624,3716.73,442,0,4,0,3,1,1,0,0.0,1.0
25625,1224.72,740,0,3,0,3,1,1,0,0.0,1.0
25626,4724.88,729,1,9,0,3,1,1,0,0.0,1.0
25627,3343.95,217,0,1,0,3,1,1,0,0.0,1.0
25628,2271.76,676,1,2,0,3,1,1,0,0.0,1.0
25629,2903.23,371,1,3,0,3,1,1,0,0.0,1.0
25630,3194.7,396,0,0,0,3,1,1,0,0.0,1.0
25631,4880.47,762,0,4,0,3,1,1,0,0.0,1.0
25632,2295.59,350,0,1,0,3,1,1,0,0.0,1.0
25633,457.39,314,1,2,0,3,1,1,0,0.0,1.0
25634,4366.29,462,1,7,0,3,1,1,0,0.0,1.0
25635,4412.59,621,0,2,0,3,1,1,0,0.0,1.0
25636,3454.55,436,0,8,0,3,1,1,0,0.0,1.0
25637,4041.4,246,1,3,0,3,1,1,0,0.0,1.0
25638,470.73,167,1,0,0,3,1,1,0,0.0,1.0
25639,1722.83,578,0,0,0,3,1,1,0,0.0,1.0
25640,4479.48,323,1,3,0,3,1,1,0,0.0,1.0
25641,3089.73,433,0,4,0,3,1,1,0,0.0,1.0
25642,1857.49,264,1,1,0,3,1,1,0,0.0,1.0
25643,2518.73,83,1,2,0,3,1,1,0,0.0,1.0
25644,1266.66,530,1,1,0,3,1,1,0,0.0,1.0
25645,4618.86,284,1,6,0,3,1,1,0,0.0,1.0
25646,3755.01,8,0,8,0,3,1,1,0,0.0,1.0
25647,1715.48,88,1,8,0,3,1,1,0,0.0,1.0
25648,3642.86,293,0,0,0,3,1,1,0,0.0,1.0
25649,4482.05,255,0,0,0,3,1,1,0,0.0,1.0
25650,4284.51,807,0,1,0,3,1,1,0,0.0,1.0
25651,3175.96,247,0,7,0,3,1,1,0,0.0,1.0
25652,835.4,880,1,8,0,3,1,1,0,0.0,1.0
25653,4538.09,628,0,1,0,3,1,1,0,0.0,1.0
25654,3014.28,329,1,9,0,3,1,1,0,0.0,1.0
25655,526.35,169,0,7,0,3,1,1,0,0.0,1.0
25656,1080.59,592,1,2,0,3,1,1,0,0.0,1.0
25657,1625.02,491,0,5,0,3,1,1,0,0.0,1.0
25658,927.52,529,1,1,0,3,1,1,0,0.0,1.0
25659,1534.26,814,0,9,0,3,1,1,0,0.0,1.0
25660,4855.28,425,0,3,0,3,1,1,0,0.0,1.0
25661,1136.92,44,0,1,0,3,1,1,0,0.0,1.0
25662,2340.04,463,1,3,0,3,1,1,0,0.0,1.0
25663,4376.13,970,0,9,0,3,1,1,0,0.0,1.0
25664,4835.24,132,0,6,0,3,1,1,0,0.0,1.0
25665,2852.59,820,1,0,0,3,1,1,0,0.0,1.0
25666,3097.68,123,1,7,0,3,1,1,0,0.0,1.0
25667,2288.51,660,1,3,0,3,1,1,0,0.0,1.0
25668,3094.64,609,1,5,0,3,1,1,0,0.0,1.0
25669,4026.74,104,1,5,0,3,1,1,0,0.0,1.0
25670,3412.77,175,0,7,0,3,1,1,0,0.0,1.0
25671,4278.65,93,1,1,0,3,1,1,0,0.0,1.0
25672,3714.01,475,0,3,0,3,1,1,0,0.0,1.0
25673,3750.21,844,0,1,0,3,1,1,0,0.0,1.0
25674,4836.15,109,1,3,0,3,1,1,0,0.0,1.0
25675,4246.03,684,1,8,0,3,1,1,0,0.0,1.0
25676,1059.35,163,1,3,0,3,1,1,0,0.0,1.0
25677,3891.66,554,1,2,0,3,1,1,0,0.0,1.0
25678,3465.2,831,0,7,0,3,1,1,0,0.0,1.0
25679,1335.42,148,0,9,0,3,1,1,0,0.0,1.0
25680,4339.43,69,1,4,0,3,1,1,0,0.0,1.0
25681,1913.58,685,1,3,0,3,1,1,0,0.0,1.0
25682,867.15,197,1,5,0,3,1,1,0,0.0,1.0
25683,3408.62,235,1,4,0,3,1,1,0,0.0,1.0
25684,324.85,823,0,0,0,3,1,1,0,0.0,1.0
25685,413.86,92,1,7,0,3,1,1,0,0.0,1.0
25686,1086.23,971,1,9,0,3,1,1,0,0.0,1.0
25687,2724.81,344,1,0,0,3,1,1,0,0.0,1.0
25688,3702.76,693,0,4,0,3,1,1,0,0.0,1.0
25689,1609.35,715,1,5,0,3,1,1,0,0.0,1.0
25690,3372.16,443,0,3,0,3,1,1,0,0.0,1.0
25691,4523.72,531,1,6,0,3,1,1,0,0.0,1.0
25692,2991.68,94,0,7,0,3,1,1,0,0.0,1.0
25693,3330.81,927,0,4,0,3,1,1,0,0.0,1.0
25694,3041.79,312,1,8,0,3,1,1,0,0.0,1.0
25695,121.94,40,0,7,0,3,1,1,0,0.0,1.0
25696,3460.4,202,1,0,0,3,1,1,0,0.0,1.0
25697,3797.13,605,0,2,0,3,1,1,0,0.0,1.0
25698,2376.02,973,0,1,0,3,1,1,0,0.0,1.0
25699,2853.57,563,0,6,0,3,1,1,0,0.0,1.0
25700,2452.93,34,1,1,0,3,1,1,0,0.0,1.0
25701,1123.51,949,0,0,0,3,1,1,0,0.0,1.0
25702,1199.2,187,0,4,0,3,1,1,0,0.0,1.0
25703,2318.73,577,1,8,0,3,1,1,0,0.0,1.0
25704,710.61,321,0,4,0,3,1,1,0,0.0,1.0
25705,4852.04,567,0,5,0,3,1,1,0,0.0,1.0
25706,971.39,371,1,2,0,3,1,1,0,0.0,1.0
25707,946.88,630,1,9,0,3,1,1,0,0.0,1.0
25708,3864.47,536,1,3,0,3,1,1,0,0.0,1.0
25709,905.37,735,1,2,0,3,1,1,0,0.0,1.0
25710,2198.13,42,1,1,0,3,1,1,0,0.0,1.0
25711,1064.75,88,0,9,0,3,1,1,0,0.0,1.0
25712,2439.96,668,0,6,0,3,1,1,0,0.0,1.0
25713,1679.8,412,0,2,0,3,1,1,0,0.0,1.0
25714,18.03,708,1,3,1,3,1,1,0,0.0,1.0
25715,69.56,58,1,0,0,3,1,1,0,0.0,1.0
25716,1887.11,161,0,8,0,3,1,1,0,0.0,1.0
25717,84.62,250,1,1,0,3,1,1,0,0.0,1.0
25718,4007.68,297,1,4,0,3,1,1,0,0.0,1.0
25719,95.12,526,0,0,0,3,1,1,0,0.0,1.0
25720,4265.64,843,0,5,0,3,1,1,0,0.0,1.0
25721,3537.01,175,1,4,0,3,1,1,0,0.0,1.0
25722,2438.52,802,0,6,0,3,1,1,0,0.0,1.0
25723,2457.33,71,0,3,0,3,1,1,0,0.0,1.0
25724,3502.47,894,1,3,0,3,1,1,0,0.0,1.0
25725,3195.99,31,0,0,0,3,1,1,0,0.0,1.0
25726,1757.18,897,1,2,0,3,1,1,0,0.0,1.0
25727,3731.63,228,1,7,0,3,1,1,0,0.0,1.0
25728,2539.37,702,0,6,0,3,1,1,0,0.0,1.0
25729,4133.18,859,0,3,0,3,1,1,0,0.0,1.0
25730,1086.33,520,1,4,0,3,1,1,0,0.0,1.0
25731,507.95,664,1,0,1,3,1,1,0,0.0,1.0
25732,1759.05,501,1,8,0,3,1,1,0,0.0,1.0
25733,2104.32,562,1,5,0,3,1,1,0,0.0,1.0
25734,226.85,848,1,7,0,3,1,1,0,0.0,1.0
25735,3696.47,520,1,7,0,3,1,1,0,0.0,1.0
25736,1515.77,912,1,6,0,3,1,1,0,0.0,1.0
25737,755.04,261,1,1,0,3,1,1,0,0.0,1.0
25738,4087.89,797,0,9,0,3,1,1,0,0.0,1.0
25739,947.42,360,1,7,0,3,1,1,0,0.0,1.0
25740,4464.44,949,0,7,0,3,1,1,0,0.0,1.0
25741,2954.9,451,0,7,0,3,1,1,0,0.0,1.0
25742,4695.86,858,0,2,0,3,1,1,0,0.0,1.0
25743,1927.03,698,0,5,0,3,1,1,0,0.0,1.0
25744,2665.38,692,0,6,0,3,1,1,0,0.0,1.0
25745,2566.12,279,1,3,0,3,1,1,0,0.0,1.0
25746,876.33,267,1,2,0,3,1,1,0,0.0,1.0
25747,2833.67,562,1,9,0,3,1,1,0,0.0,1.0
25748,4671.69,356,1,0,0,3,1,1,0,0.0,1.0
25749,3288.59,489,0,3,0,3,1,1,0,0.0,1.0
25750,4378.93,393,1,7,0,3,1,1,0,0.0,1.0
25751,828.42,788,0,1,0,3,1,1,0,0.0,1.0
25752,3458.47,25,0,6,0,3,1,1,0,0.0,1.0
25753,4295.52,30,1,9,0,3,1,1,0,0.0,1.0
25754,896.18,524,1,2,0,3,1,1,0,0.0,1.0
25755,952.96,926,1,4,0,3,1,1,0,0.0,1.0
25756,2961.24,347,1,9,0,3,1,1,0,0.0,1.0
25757,4362.65,802,1,8,0,3,1,1,0,0.0,1.0
25758,3273.89,92,0,0,0,3,1,1,0,0.0,1.0
25759,4222.17,831,1,4,0,3,1,1,0,0.0,1.0
25760,581.76,601,0,6,0,3,1,1,0,0.0,1.0
25761,3938.24,691,1,3,0,3,1,1,0,0.0,1.0
25762,2156.9,406,0,4,0,3,1,1,0,0.0,1.0
25763,2098.6,252,0,5,0,3,1,1,0,0.0,1.0
25764,4782.33,279,1,7,0,3,1,1,0,0.0,1.0
25765,1318.21,661,1,8,0,3,1,1,0,0.0,1.0
25766,4365.36,309,0,6,0,3,1,1,0,0.0,1.0
25767,1634.93,525,1,6,0,3,1,1,0,0.0,1.0
25768,319.01,898,0,2,0,3,1,1,0,0.0,1.0
25769,2535.64,577,1,4,0,3,1,1,0,0.0,1.0
25770,4918.53,192,0,3,0,3,1,1,0,0.0,1.0
25771,1211.21,795,1,8,0,3,1,1,0,0.0,1.0
25772,2912.35,630,1,2,0,3,1,1,0,0.0,1.0
25773,4438.53,572,1,2,0,3,1,1,0,0.0,1.0
25774,3087.94,358,1,4,0,3,1,1,0,0.0,1.0
25775,1609.21,473,1,5,0,3,1,1,0,0.0,1.0
25776,1578.95,803,0,0,0,3,1,1,0,0.0,1.0
25777,1335.9,203,0,9,0,3,1,1,0,0.0,1.0
25778,3919.1,911,1,6,0,3,1,1,0,0.0,1.0
25779,4559.14,25,0,1,0,3,1,1,0,0.0,1.0
25780,840.81,781,1,6,0,3,1,1,0,0.0,1.0
25781,152.48,49,0,7,0,3,1,1,0,0.0,1.0
25782,1710.35,591,1,3,0,3,1,1,0,0.0,1.0
25783,1232.57,353,0,7,0,3,1,1,0,0.0,1.0
25784,2970.06,646,0,1,0,3,1,1,0,0.0,1.0
25785,3810.33,192,0,2,0,3,1,1,0,0.0,1.0
25786,2020.9,911,1,9,0,3,1,1,0,0.0,1.0
25787,2632.35,107,0,4,0,3,1,1,0,0.0,1.0
25788,3354.14,936,1,3,0,3,1,1,0,0.0,1.0
25789,4535.43,927,1,7,0,3,1,1,0,0.0,1.0
25790,3030.67,594,1,0,0,3,1,1,0,0.0,1.0
25791,1439.05,630,0,2,0,3,1,1,0,0.0,1.0
25792,1538.18,27,1,1,0,3,1,1,0,0.0,1.0
25793,1284.76,838,0,9,1,3,1,1,0,0.0,1.0
25794,2963.89,662,1,0,0,3,1,1,0,0.0,1.0
25795,1710.86,970,1,0,0,3,1,1,0,0.0,1.0
25796,4039.34,230,0,7,0,3,1,1,0,0.0,1.0
25797,3952.23,805,1,8,0,3,1,1,0,0.0,1.0
25798,1700.75,69,1,0,0,3,1,1,0,0.0,1.0
25799,1140.2,526,0,7,0,3,1,1,0,0.0,1.0
25800,324.02,390,1,0,0,3,1,1,0,0.0,1.0
25801,565.76,23,0,1,0,3,1,1,0,0.0,1.0
25802,679.37,827,1,7,0,3,1,1,0,0.0,1.0
25803,805.39,980,0,9,0,3,1,1,0,0.0,1.0
25804,125.08,831,0,3,0,3,1,1,0,0.0,1.0
25805,3668.69,647,0,0,0,3,1,1,0,0.0,1.0
25806,770.62,116,1,5,0,3,1,1,0,0.0,1.0
25807,1559.94,64,1,3,0,3,1,1,0,0.0,1.0
25808,387.47,733,0,6,0,3,1,1,0,0.0,1.0
25809,1125.73,205,0,4,0,3,1,1,0,0.0,1.0
25810,2010.21,86,0,9,0,3,1,1,0,0.0,1.0
25811,3645.04,153,0,7,0,3,1,1,0,0.0,1.0
25812,1451.48,449,1,0,0,3,1,1,0,0.0,1.0
25813,2754.38,992,1,0,0,3,1,1,0,0.0,1.0
25814,1168.56,96,1,9,0,3,1,1,0,0.0,1.0
25815,4162.62,713,1,4,0,3,1,1,0,0.0,1.0
25816,4380.85,559,1,4,0,3,1,1,0,0.0,1.0
25817,3452.16,58,1,2,0,3,1,1,0,0.0,1.0
25818,2252.72,736,1,9,0,3,1,1,0,0.0,1.0
25819,4082.88,244,0,8,0,3,1,1,0,0.0,1.0
25820,1569.56,370,0,4,0,3,1,1,0,0.0,1.0
25821,3581.48,463,1,1,0,3,1,1,0,0.0,1.0
25822,983.45,343,0,0,0,3,1,1,0,0.0,1.0
25823,3773.16,826,0,1,0,3,1,1,0,0.0,1.0
25824,3261.11,767,0,7,0,3,1,1,0,0.0,1.0
25825,717.02,60,0,9,0,3,1,1,0,0.0,1.0
25826,4550.14,527,1,3,0,3,1,1,0,0.0,1.0
25827,1042.16,572,0,8,0,3,1,1,0,0.0,1.0
25828,4956.82,15,0,2,0,3,1,1,0,0.0,1.0
25829,771.02,198,1,7,0,3,1,1,0,0.0,1.0
25830,3040.6,629,0,5,0,3,1,1,0,0.0,1.0
25831,4264.2,907,0,8,0,3,1,1,0,0.0,1.0
25832,2826.11,619,1,8,0,3,1,1,0,0.0,1.0
25833,1605.37,715,1,6,0,3,1,1,0,0.0,1.0
25834,2801.06,918,0,4,0,3,1,1,0,0.0,1.0
25835,2777.09,405,0,5,0,3,1,1,0,0.0,1.0
25836,390.47,429,1,4,0,3,1,1,0,0.0,1.0
25837,748.9,689,1,8,0,3,1,1,0,0.0,1.0
25838,1719.51,963,0,2,0,3,1,1,0,0.0,1.0
25839,2611.02,902,0,5,0,3,1,1,0,0.0,1.0
25840,2325.21,29,0,6,0,3,1,1,0,0.0,1.0
25841,406.75,400,1,7,0,3,1,1,0,0.0,1.0
25842,2013.57,957,0,5,0,3,1,1,0,0.0,1.0
25843,4708.28,812,0,7,0,3,1,1,0,0.0,1.0
25844,563.92,200,0,8,0,3,1,1,0,0.0,1.0
25845,2156.35,622,0,6,0,3,1,1,0,0.0,1.0
25846,1536.44,139,1,2,0,3,1,1,0,0.0,1.0
25847,2090.15,564,0,7,0,3,1,1,0,0.0,1.0
25848,298.38,149,1,7,0,3,1,1,0,0.0,1.0
25849,3964.37,700,1,5,0,3,1,1,0,0.0,1.0
25850,990.44,142,0,5,0,3,1,1,0,0.0,1.0
25851,2904.29,699,1,1,0,3,1,1,0,0.0,1.0
25852,2031.3,830,1,9,0,3,1,1,0,0.0,1.0
25853,4393.31,620,0,3,0,3,1,1,0,0.0,1.0
25854,3913.81,165,0,5,0,3,1,1,0,0.0,1.0
25855,1077.79,831,1,7,0,3,1,1,0,0.0,1.0
25856,2058.92,498,0,1,0,3,1,1,0,0.0,1.0
25857,3863.41,312,0,8,0,3,1,1,0,0.0,1.0
25858,679.38,229,0,3,0,3,1,1,0,0.0,1.0
25859,1241.08,144,1,1,0,3,1,1,0,0.0,1.0
25860,2542.99,315,0,3,0,3,1,1,0,0.0,1.0
25861,2351.56,993,0,0,0,3,1,1,0,0.0,1.0
25862,232.1,727,1,5,0,3,1,1,0,0.0,1.0
25863,3643.39,575,1,8,0,3,1,1,0,0.0,1.0
25864,806.18,570,0,0,0,3,1,1,0,0.0,1.0
25865,689.78,577,1,9,0,3,1,1,0,0.0,1.0
25866,1995.08,722,0,6,0,3,1,1,0,0.0,1.0
25867,4277.48,229,1,7,0,3,1,1,0,0.0,1.0
25868,3759.72,908,1,5,0,3,1,1,0,0.0,1.0
25869,173.98,374,0,7,0,3,1,1,0,0.0,1.0
25870,2989.16,895,0,3,0,3,1,1,0,0.0,1.0
25871,1687.79,999,1,6,0,3,1,1,0,0.0,1.0
25872,2667.53,705,1,0,0,3,1,1,0,0.0,1.0
25873,4162.54,768,0,3,0,3,1,1,0,0.0,1.0
25874,1351.72,610,1,4,0,3,1,1,0,0.0,1.0
25875,122.32,956,0,7,0,3,1,1,0,0.0,1.0
25876,842.86,668,1,9,0,3,1,1,0,0.0,1.0
25877,2023.17,887,0,3,0,3,1,1,0,0.0,1.0
25878,2521.15,174,0,2,0,3,1,1,0,0.0,1.0
25879,324.98,732,1,9,0,3,1,1,0,0.0,1.0
25880,2014.23,387,1,8,0,3,1,1,0,0.0,1.0
25881,3518.39,98,0,0,0,3,1,1,0,0.0,1.0
25882,116.93,294,1,9,0,3,1,1,0,0.0,1.0
25883,1448.35,818,1,6,0,3,1,1,0,0.0,1.0
25884,1542.22,298,0,6,0,3,1,1,0,0.0,1.0
25885,378.33,20,0,8,0,3,1,1,0,0.0,1.0
25886,176.96,671,1,3,0,3,1,1,0,0.0,1.0
25887,4570.87,775,1,2,0,3,1,1,0,0.0,1.0
25888,3860.11,8,1,7,0,3,1,1,0,0.0,1.0
25889,2642.15,760,1,4,0,3,1,1,0,0.0,1.0
25890,3042.3,746,1,8,0,3,1,1,0,0.0,1.0
25891,1736.78,637,1,2,0,3,1,1,0,0.0,1.0
25892,1027.62,605,1,4,0,3,1,1,0,0.0,1.0
25893,3855.64,791,0,6,0,3,1,1,0,0.0,1.0
25894,970.09,33,1,1,0,3,1,1,0,0.0,1.0
25895,854.65,841,1,8,0,3,1,1,0,0.0,1.0
25896,2930.8,815,0,9,0,3,1,1,0,0.0,1.0
25897,2397.23,153,1,5,0,3,1,1,0,0.0,1.0
25898,4525.85,660,1,7,1,3,1,1,0,0.0,1.0
25899,4337.81,427,1,9,0,3,1,1,0,0.0,1.0
25900,4753.22,656,0,5,0,3,1,1,0,0.0,1.0
25901,2821.89,838,0,7,0,3,1,1,0,0.0,1.0
25902,574.95,237,0,3,0,3,1,1,0,0.0,1.0
25903,2643.12,430,0,2,0,3,1,1,0,0.0,1.0
25904,3039.32,705,0,1,0,3,1,1,0,0.0,1.0
25905,569.19,156,1,1,0,3,1,1,0,0.0,1.0
25906,3585.79,598,0,9,0,3,1,1,0,0.0,1.0
25907,1139.16,999,1,8,0,3,1,1,0,0.0,1.0
25908,432.23,301,1,6,0,3,1,1,0,0.0,1.0
25909,2442.44,346,1,7,0,3,1,1,0,0.0,1.0
25910,4339.65,641,1,1,0,3,1,1,0,0.0,1.0
25911,2190.73,892,1,1,0,3,1,1,0,0.0,1.0
25912,920.76,199,1,4,0,3,1,1,0,0.0,1.0
25913,1074.9,427,1,5,0,3,1,1,0,0.0,1.0
25914,53.05,879,1,7,0,3,1,1,0,0.0,1.0
25915,3224.06,658,0,2,0,3,1,1,0,0.0,1.0
25916,4613.26,860,1,7,0,3,1,1,0,0.0,1.0
25917,1621.51,912,0,8,0,3,1,1,0,0.0,1.0
25918,3098.31,464,1,1,0,3,1,1,0,0.0,1.0
25919,341.82,90,0,8,0,3,1,1,0,0.0,1.0
25920,3039.43,599,1,6,0,3,1,1,0,0.0,1.0
25921,2391.69,653,1,5,0,3,1,1,0,0.0,1.0
25922,4831.88,704,0,1,0,3,1,1,0,0.0,1.0
25923,2961.49,670,1,0,0,3,1,1,0,0.0,1.0
25924,1206.58,39,0,4,0,3,1,1,0,0.0,1.0
25925,2043.06,526,1,1,0,3,1,1,0,0.0,1.0
25926,2156.3,848,0,2,0,3,1,1,0,0.0,1.0
25927,3126.62,31,0,7,0,3,1,1,0,0.0,1.0
25928,339.86,563,0,2,0,3,1,1,0,0.0,1.0
25929,1165.45,560,1,5,0,3,1,1,0,0.0,1.0
25930,1202.2,626,0,9,0,3,1,1,0,0.0,1.0
25931,2264.79,345,0,7,0,3,1,1,0,0.0,1.0
25932,1138.38,36,1,4,0,3,1,1,0,0.0,1.0
25933,1539.64,775,0,6,0,3,1,1,0,0.0,1.0
25934,2001.14,423,0,8,0,3,1,1,0,0.0,1.0
25935,4188.56,908,1,6,0,3,1,1,0,0.0,1.0
25936,4208.74,669,0,8,0,3,1,1,0,0.0,1.0
25937,2962.01,677,1,0,1,3,1,1,0,0.0,1.0
25938,4367.43,713,0,8,0,3,1,1,0,0.0,1.0
25939,4011.11,420,0,8,0,3,1,1,0,0.0,1.0
25940,4102.42,845,1,7,0,3,1,1,0,0.0,1.0
25941,422.62,75,1,6,0,3,1,1,0,0.0,1.0
25942,1633.53,30,0,5,0,3,1,1,0,0.0,1.0
25943,4786.68,215,1,3,0,3,1,1,0,0.0,1.0
25944,2175.11,98,0,1,0,3,1,1,0,0.0,1.0
25945,4840.67,228,0,0,0,3,1,1,0,0.0,1.0
25946,2304.85,325,1,8,0,3,1,1,0,0.0,1.0
25947,3508.29,247,1,4,0,3,1,1,0,0.0,1.0
25948,4657.56,788,1,0,0,3,1,1,0,0.0,1.0
